BuoyID, Time, Date, Lat, Long, Alt, Speed, Dir, Fix, Sat
300034012022250,14:16:05,8/6/2008,74.8797383333333,-172.516428333333,1.279257,1.1779,358.35,1,6
300034012815320,14:17:59,8/6/2008,74.1356916666667,-128.517781666667,-2.940576,0.7814,348.07,1,6
300034012917920,15:37:47,8/6/2008,76.413025,-157.851581666667,-4.289523,0.264,178.85,1,5
300034012022250,16:15:42,8/6/2008,74.8990666666667,-172.505653333333,0.553582,0.8783,341.62,1,6
300034012815320,16:18:35,8/6/2008,74.14332,-128.515318333333,2.47923,0.5737,13.63,1,8
300034012917920,17:35:29,8/6/2008,76.408035,-157.861458333333,4.494144,0.209,217.05,1,6
300034012022250,18:16:05,8/6/2008,74.9126083333333,-172.481681666667,-10.41814,0.68,26.22,1,7
300034012815320,18:18:09,8/6/2008,74.1442216666667,-128.501883333333,3.98224,0.1724,115.50,1,11
300034012917920,19:35:05,8/6/2008,76.4037633333333,-157.881225,6.32602,1.6542,94.54,1,5
300034012022250,20:16:06,8/6/2008,74.9195916666667,-172.480565,-9.105876,0.4013,326.56,1,7
300034012815320,20:18:03,8/6/2008,74.14261,-128.49709,18.25612,0.221,137.76,1,11
300034012917920,21:35:05,8/6/2008,76.3988816666667,-157.900595,-19.07749,0.6318,65.43,1,7
300034012022250,22:16:06,8/6/2008,74.9278816666667,-172.500908333333,7.387328,0.71,328.16,1,7
300034012815320,22:20:03,8/6/2008,74.141675,-128.50393,12.94229,24.808,203.40,1,7
300034012917920,23:39:35,8/6/2008,76.394,-157.928746666667,-9.876343,0.2736,203.92,1,6
300034012022250,0:17:10.,8/7/2008,74.9408083333333,-172.521088333333,19.38486,1.0253,345.28,1,5
300034012815320,0:18:03.,8/7/2008,74.13977,-128.527081666667,-6.396493,0.5481,242.83,1,6
